timestamp,cpu_usage_percentage,Assignments
01-04-2024 03:45,12.62,0
01-04-2024 03:46,23.54,0
01-04-2024 03:47,19.18,0
01-04-2024 03:48,24.15,0
01-04-2024 03:49,27.09,0
01-04-2024 03:50,18.52,0
01-04-2024 03:51,29.41,0
01-04-2024 03:52,18.24,0
01-04-2024 03:53,19.1,0
01-04-2024 03:54,16.64,0
01-04-2024 03:55,18.99,0
01-04-2024 03:56,21.79,0
01-04-2024 03:57,16.42,0
01-04-2024 03:58,13.53,0
01-04-2024 03:59,27.31,0
01-04-2024 04:00,8.94,0
01-04-2024 04:01,15.71,0
01-04-2024 04:02,20.93,0
01-04-2024 04:03,23.89,0
01-04-2024 04:04,13.78,0
01-04-2024 04:05,25.26,0
01-04-2024 04:06,16.78,0
01-04-2024 04:07,1.99,0
01-04-2024 04:08,1.38,0
01-04-2024 04:09,18.62,0
01-04-2024 04:10,64.79,0
01-04-2024 04:11,6.27,0
01-04-2024 04:12,17.39,0
01-04-2024 04:13,10.25,0
01-04-2024 04:14,16.12,0
01-04-2024 04:15,13.8,0
01-04-2024 04:16,17.54,0
01-04-2024 04:17,12.01,0
01-04-2024 04:18,20.93,0
01-04-2024 04:19,141.39,1
01-04-2024 04:20,20.9,0
01-04-2024 04:21,12.35,0
01-04-2024 04:22,26.23,0
01-04-2024 04:23,15.46,0
01-04-2024 04:24,29.19,0
01-04-2024 04:25,18.06,0
01-04-2024 04:26,6.72,0
01-04-2024 04:27,24.65,0
01-04-2024 04:28,10.35,0
01-04-2024 04:29,10.43,0
01-04-2024 04:30,0.95,0
01-04-2024 04:31,16.46,0
01-04-2024 04:32,16.03,0
01-04-2024 04:33,10.68,0
01-04-2024 04:34,26.83,0
01-04-2024 04:35,3.86,0
01-04-2024 04:36,9.9,0
01-04-2024 04:37,9.65,0
01-04-2024 04:38,2.77,0
01-04-2024 04:39,14.43,0
01-04-2024 04:40,76.17,1
01-04-2024 04:41,15.35,0
01-04-2024 04:42,4.71,0
01-04-2024 04:43,125.11,1
01-04-2024 04:44,0.08,0
01-04-2024 04:45,26.05,0
01-04-2024 04:46,2.54,0
01-04-2024 04:47,17.92,0
01-04-2024 04:48,87.03,1
01-04-2024 04:49,16.1,0
01-04-2024 04:50,27.72,0
01-04-2024 04:51,7.08,0
01-04-2024 04:52,22.8,0
01-04-2024 04:53,15.94,0
01-04-2024 04:54,21.62,0
01-04-2024 04:55,1.87,0
01-04-2024 04:56,4.43,0
01-04-2024 04:57,3.99,0
01-04-2024 04:58,131.42,1
01-04-2024 04:59,25.33,0
01-04-2024 05:00,22.49,0
01-04-2024 05:01,0.91,0
01-04-2024 05:02,26.02,0
01-04-2024 05:03,10.62,0
01-04-2024 05:04,11.91,0
01-04-2024 05:05,3.15,0
01-04-2024 05:06,22.12,0
01-04-2024 05:07,5.47,0
01-04-2024 05:08,16.92,0
01-04-2024 05:09,25.22,0
01-04-2024 05:10,2.68,0
01-04-2024 05:11,16.06,0
01-04-2024 05:12,7,0
01-04-2024 05:13,10.29,0
01-04-2024 05:14,14.22,0
01-04-2024 05:15,10.65,0
01-04-2024 05:16,19.46,0
01-04-2024 05:17,14.39,0
01-04-2024 05:18,17.53,0
01-04-2024 05:19,22.1,0
01-04-2024 05:20,16.73,0
01-04-2024 05:21,17.6,0
01-04-2024 05:22,16.93,0
01-04-2024 05:23,11.36,0
01-04-2024 05:24,10.12,0
01-04-2024 05:25,26.99,0
01-04-2024 05:26,18.23,0
01-04-2024 05:27,7.33,0
01-04-2024 05:28,14.95,0
01-04-2024 05:29,9.91,0
01-04-2024 05:30,28.01,0
01-04-2024 05:31,0.23,0
01-04-2024 05:32,6.76,0
01-04-2024 05:33,10.96,0
01-04-2024 05:34,14.63,0
01-04-2024 05:35,25.52,0
01-04-2024 05:36,22.16,0
01-04-2024 05:37,126.34,1
01-04-2024 05:38,1.67,0
01-04-2024 05:39,25.27,0
01-04-2024 05:40,1.55,0
01-04-2024 05:41,0.55,0
01-04-2024 05:42,20.91,0
01-04-2024 05:43,29.92,0
01-04-2024 05:44,26.9,0
01-04-2024 05:45,17.28,0
01-04-2024 05:46,27.52,0
01-04-2024 05:47,0.16,0
01-04-2024 05:48,29.25,0
01-04-2024 05:49,14.72,0
01-04-2024 05:50,21.69,0
01-04-2024 05:51,24.63,0
01-04-2024 05:52,21.55,0
01-04-2024 05:53,16.05,0
01-04-2024 05:54,14.3,0
01-04-2024 05:55,25.16,0
01-04-2024 05:56,6.15,0
01-04-2024 05:57,29.04,0
01-04-2024 05:58,21.33,0
01-04-2024 05:59,5.99,0
01-04-2024 06:00,22.09,0
01-04-2024 06:01,15.9,0
01-04-2024 06:02,21.22,0
01-04-2024 06:03,23.03,0
01-04-2024 06:04,2.62,0
01-04-2024 06:05,15.18,0
01-04-2024 06:06,27.96,0
01-04-2024 06:07,9.62,0
01-04-2024 06:08,17.82,0
01-04-2024 06:09,11.08,0
01-04-2024 06:10,13.63,0
01-04-2024 06:11,16.46,0
01-04-2024 06:12,16.47,0
01-04-2024 06:13,6.05,0
01-04-2024 06:14,20.54,0
01-04-2024 06:15,2.64,0
01-04-2024 06:16,4.16,0
01-04-2024 06:17,0.08,0
01-04-2024 06:18,3.5,0
01-04-2024 06:19,14.19,0
01-04-2024 06:20,18.18,0
01-04-2024 06:21,23.83,0
01-04-2024 06:22,22.26,0
01-04-2024 06:23,25.52,0
01-04-2024 06:24,22.38,0
01-04-2024 06:25,12.26,0
01-04-2024 06:26,27.99,0
01-04-2024 06:27,29.73,0
01-04-2024 06:28,6.15,0
01-04-2024 06:29,11.38,0
01-04-2024 06:30,27.79,0
01-04-2024 06:31,21.65,0
01-04-2024 06:32,1.44,0
01-04-2024 06:33,23.45,0
01-04-2024 06:34,24.84,0
01-04-2024 06:35,22.52,0
01-04-2024 06:36,23.99,0
01-04-2024 06:37,24.75,0
01-04-2024 06:38,5.59,0
01-04-2024 06:39,7.07,0
01-04-2024 06:40,19.01,0
01-04-2024 06:41,27.24,0
01-04-2024 06:42,9.49,0
01-04-2024 06:43,41.46,0
01-04-2024 06:44,20.49,0
01-04-2024 06:45,13.56,0
01-04-2024 06:46,21.41,0
01-04-2024 06:47,26.99,0
01-04-2024 06:48,18.72,0
01-04-2024 06:49,16.19,0
01-04-2024 06:50,13.16,0
01-04-2024 06:51,17.32,0
01-04-2024 06:52,107.29,1
01-04-2024 06:53,11.74,0
01-04-2024 06:54,15.96,0
01-04-2024 06:55,2,0
01-04-2024 06:56,6.87,0
01-04-2024 06:57,98.47,1
01-04-2024 06:58,12.95,0
01-04-2024 06:59,9.98,0
01-04-2024 07:00,21.92,0
01-04-2024 07:01,20.81,0
01-04-2024 07:02,5,0
01-04-2024 07:03,108.57,1
01-04-2024 07:04,14.86,0
01-04-2024 07:05,22.24,0
01-04-2024 07:06,17.19,0
01-04-2024 07:07,29.93,0
01-04-2024 07:08,142.93,1
01-04-2024 07:09,21.21,0
01-04-2024 07:10,23.36,0
01-04-2024 07:11,4.29,0
01-04-2024 07:12,6.14,0
01-04-2024 07:13,21.42,0
01-04-2024 07:14,14.82,0
01-04-2024 07:15,22.64,0
01-04-2024 07:16,3.09,0
01-04-2024 07:17,16.09,0
01-04-2024 07:18,11.36,0
01-04-2024 07:19,13.71,0
01-04-2024 07:20,18.12,0
01-04-2024 07:21,15.07,0
01-04-2024 07:22,16.2,0
01-04-2024 07:23,14.59,0
01-04-2024 07:24,12.27,0
01-04-2024 07:25,23.16,0
01-04-2024 07:26,0.37,0
01-04-2024 07:27,17.95,0
01-04-2024 07:28,16.97,0
01-04-2024 07:29,21.49,0
01-04-2024 07:30,17.97,0
01-04-2024 07:31,24.8,0
01-04-2024 07:32,28.77,0
01-04-2024 07:33,10.28,0
01-04-2024 07:34,6.82,0
01-04-2024 07:35,12.71,0
01-04-2024 07:36,8.64,0
01-04-2024 07:37,18.45,0
01-04-2024 07:38,27.36,0
01-04-2024 07:39,4.17,0
01-04-2024 07:40,3.02,0
01-04-2024 07:41,7.68,0
01-04-2024 07:42,21.78,0
01-04-2024 07:43,17.79,0
01-04-2024 07:44,3.07,0
01-04-2024 07:45,27.56,0
01-04-2024 07:46,23.7,0
01-04-2024 07:47,0.69,0
01-04-2024 07:48,19.54,0
01-04-2024 07:49,23.14,0
01-04-2024 07:50,11.23,0
01-04-2024 07:51,2.07,0
01-04-2024 07:52,2.32,0
01-04-2024 07:53,3.13,0
01-04-2024 07:54,25.21,0
01-04-2024 07:55,27.32,0
01-04-2024 07:56,3.68,0
01-04-2024 07:57,7.08,0
01-04-2024 07:58,4.97,0
01-04-2024 07:59,5.59,0
01-04-2024 08:00,25.12,0
01-04-2024 08:01,9.96,0
01-04-2024 08:02,9.34,0
01-04-2024 08:03,6.82,0
01-04-2024 08:04,18.24,0
01-04-2024 08:05,11.38,0
01-04-2024 08:06,22.33,0
01-04-2024 08:07,6.17,0
01-04-2024 08:08,23.63,0
01-04-2024 08:09,18.11,0
01-04-2024 08:10,3.43,0
01-04-2024 08:11,12.44,0
01-04-2024 08:12,25.91,0
01-04-2024 08:13,145.72,1
01-04-2024 08:14,132.43,1
01-04-2024 08:15,14.43,0
01-04-2024 08:16,53.36,0
01-04-2024 08:17,17.61,0
01-04-2024 08:18,0.99,0
01-04-2024 08:19,27.38,0
01-04-2024 08:20,7.45,0
01-04-2024 08:21,17.33,0
01-04-2024 08:22,4.97,0
01-04-2024 08:23,1.02,0
01-04-2024 08:24,60.18,0
01-04-2024 08:25,23.41,0
01-04-2024 08:26,8.33,0
01-04-2024 08:27,6.6,0
01-04-2024 08:28,6.38,0
01-04-2024 08:29,15.46,0
01-04-2024 08:30,29.27,0
01-04-2024 08:31,13.77,0
01-04-2024 08:32,16.72,0
01-04-2024 08:33,25.82,0
01-04-2024 08:34,16.05,0
01-04-2024 08:35,5.53,0
01-04-2024 08:36,82.06,1
01-04-2024 08:37,9.3,0
01-04-2024 08:38,11.92,0
01-04-2024 08:39,12.8,0
01-04-2024 08:40,34.48,0
01-04-2024 08:41,10.48,0
01-04-2024 08:42,14.05,0
01-04-2024 08:43,18.75,0
01-04-2024 08:44,11.33,0
01-04-2024 08:45,25.1,0
01-04-2024 08:46,17.62,0
01-04-2024 08:47,8.82,0
01-04-2024 08:48,21.42,0
01-04-2024 08:49,15.83,0
01-04-2024 08:50,16.03,0
01-04-2024 08:51,14.43,0
01-04-2024 08:52,28.88,0
01-04-2024 08:53,22.96,0
01-04-2024 08:54,3.09,0
01-04-2024 08:55,10.03,0
01-04-2024 08:56,82.07,1
01-04-2024 08:57,22.6,0
01-04-2024 08:58,8.17,0
01-04-2024 08:59,26.92,0
01-04-2024 09:00,15.8,0
01-04-2024 09:01,24.02,0
01-04-2024 09:02,29.37,0
01-04-2024 09:03,25.19,0
01-04-2024 09:04,26.01,0
01-04-2024 09:05,12.24,0
01-04-2024 09:06,16.55,0
01-04-2024 09:07,7.62,0
01-04-2024 09:08,5.88,0
01-04-2024 09:09,15.17,0
01-04-2024 09:10,17.85,0
01-04-2024 09:11,10.18,0
01-04-2024 09:12,17.08,0
01-04-2024 09:13,26.62,0
01-04-2024 09:14,16.7,0
01-04-2024 09:15,21.62,0
01-04-2024 09:16,24.16,0
01-04-2024 09:17,29.66,0
01-04-2024 09:18,18.1,0
01-04-2024 09:19,24.21,0
01-04-2024 09:20,28.88,0
01-04-2024 09:21,28.33,0
01-04-2024 09:22,4.23,0
01-04-2024 09:23,12.19,0
01-04-2024 09:24,9.72,0
01-04-2024 09:25,2.61,0
01-04-2024 09:26,19,0
01-04-2024 09:27,22.08,0
01-04-2024 09:28,25.44,0
01-04-2024 09:29,3.68,0
01-04-2024 09:30,26.29,0
01-04-2024 09:31,19.29,0
01-04-2024 09:32,21.12,0
01-04-2024 09:33,27.32,0
01-04-2024 09:34,18.74,0
01-04-2024 09:35,10.08,0
01-04-2024 09:36,24.75,0
01-04-2024 09:37,10.89,0
01-04-2024 09:38,1.03,0
01-04-2024 09:39,24.92,0
01-04-2024 09:40,10.36,0
01-04-2024 09:41,23.22,0
01-04-2024 09:42,10.88,0
01-04-2024 09:43,25.83,0
01-04-2024 09:44,6.59,0
01-04-2024 09:45,29.24,0
01-04-2024 09:46,23.39,0
01-04-2024 09:47,3.43,0
01-04-2024 09:48,16.97,0
01-04-2024 09:49,29.56,0
01-04-2024 09:50,14.13,0
01-04-2024 09:51,5.46,0
01-04-2024 09:52,14.54,0
01-04-2024 09:53,15.37,0
01-04-2024 09:54,22.25,0
01-04-2024 09:55,20.97,0
01-04-2024 09:56,12.08,0
01-04-2024 09:57,6.54,0
01-04-2024 09:58,19.35,0
01-04-2024 09:59,12.65,0
01-04-2024 10:00,3.97,0
01-04-2024 10:01,27.02,0
01-04-2024 10:02,20.74,0
01-04-2024 10:03,69.29,1
01-04-2024 10:04,24.68,0
01-04-2024 10:05,15.89,0
01-04-2024 10:06,24.45,0
01-04-2024 10:07,14.94,0
01-04-2024 10:08,2.02,0
01-04-2024 10:09,12.16,0
01-04-2024 10:10,14.92,0
01-04-2024 10:11,21.61,0
01-04-2024 10:12,3.2,0
01-04-2024 10:13,4.2,0
01-04-2024 10:14,7.91,0
01-04-2024 10:15,7.99,0
01-04-2024 10:16,21.97,0
01-04-2024 10:17,7.52,0
01-04-2024 10:18,18.99,0
01-04-2024 10:19,14.83,0
01-04-2024 10:20,17.2,0
01-04-2024 10:21,25.14,0
01-04-2024 10:22,12.13,0
01-04-2024 10:23,23.13,0
01-04-2024 10:24,12.66,0
01-04-2024 10:25,10.62,0
01-04-2024 10:26,28.76,0
01-04-2024 10:27,5.53,0
01-04-2024 10:28,2.71,0
01-04-2024 10:29,23.13,0
01-04-2024 10:30,8.55,0
01-04-2024 10:31,25.11,0
01-04-2024 10:32,13.12,0
01-04-2024 10:33,27.47,0
01-04-2024 10:34,21.65,0
01-04-2024 10:35,18.31,0
01-04-2024 10:36,28.48,0
01-04-2024 10:37,11.9,0
01-04-2024 10:38,28.62,0
01-04-2024 10:39,4.05,0
01-04-2024 10:40,114.14,1
01-04-2024 10:41,8.1,0
01-04-2024 10:42,16.2,0
01-04-2024 10:43,4.86,0
01-04-2024 10:44,25.25,0
01-04-2024 10:45,25.39,0
01-04-2024 10:46,28.66,0
01-04-2024 10:47,4.64,0
01-04-2024 10:48,18.7,0
01-04-2024 10:49,14.23,0
01-04-2024 10:50,10.33,0
01-04-2024 10:51,10.55,0
01-04-2024 10:52,12.38,0
01-04-2024 10:53,21.15,0
01-04-2024 10:54,17.95,0
01-04-2024 10:55,13.79,0
01-04-2024 10:56,2.28,0
01-04-2024 10:57,2.33,0
01-04-2024 10:58,0.07,0
01-04-2024 10:59,29.03,0
01-04-2024 11:00,0.16,0
01-04-2024 11:01,3.09,0
01-04-2024 11:02,9.44,0
01-04-2024 11:03,24.22,0
01-04-2024 11:04,28.86,0
01-04-2024 11:05,23.7,0
01-04-2024 11:06,20.72,0
01-04-2024 11:07,15.64,0
01-04-2024 11:08,2.6,0
01-04-2024 11:09,28.75,0
01-04-2024 11:10,145.89,1
01-04-2024 11:11,19.17,0
01-04-2024 11:12,22.77,0
01-04-2024 11:13,21.72,0
01-04-2024 11:14,19.12,0
01-04-2024 11:15,29.42,0
01-04-2024 11:16,27.1,0
01-04-2024 11:17,19.4,0
01-04-2024 11:18,20.8,0
01-04-2024 11:19,1.55,0
01-04-2024 11:20,20.1,0
01-04-2024 11:21,149.48,1
01-04-2024 11:22,17.65,0
01-04-2024 11:23,29.98,0
01-04-2024 11:24,16.67,0
01-04-2024 11:25,14.2,0
01-04-2024 11:26,9.39,0
01-04-2024 11:27,3.62,0
01-04-2024 11:28,21.93,0
01-04-2024 11:29,5.78,0
01-04-2024 11:30,3.46,0
01-04-2024 11:31,12.65,0
01-04-2024 11:32,2.78,0
01-04-2024 11:33,22.35,0
01-04-2024 11:34,1.65,0
01-04-2024 11:35,13.65,0
01-04-2024 11:36,15.67,0
01-04-2024 11:37,19.34,0
01-04-2024 11:38,19.51,0
01-04-2024 11:39,10.94,0
01-04-2024 11:40,16.82,0
01-04-2024 11:41,14.43,0
01-04-2024 11:42,26.55,0
01-04-2024 11:43,15.91,0
01-04-2024 11:44,13.23,0
01-04-2024 11:45,12.13,0
01-04-2024 11:46,17.17,0
01-04-2024 11:47,24.12,0
01-04-2024 11:48,16.15,0
01-04-2024 11:49,19.85,0
01-04-2024 11:50,22.14,0
01-04-2024 11:51,15.61,0
01-04-2024 11:52,12.8,0
01-04-2024 11:53,26.3,0
01-04-2024 11:54,12.53,0
01-04-2024 11:55,13.86,0
01-04-2024 11:56,29.71,0
01-04-2024 11:57,0.01,0
01-04-2024 11:58,5.56,0
01-04-2024 11:59,11.52,0
01-04-2024 12:00,27.98,0
01-04-2024 12:01,2.1,0
01-04-2024 12:02,0.28,0
01-04-2024 12:03,1.58,0
01-04-2024 12:04,2.66,0
01-04-2024 12:05,1.13,0
01-04-2024 12:06,14.39,0
01-04-2024 12:07,17.42,0
01-04-2024 12:08,8.15,0
01-04-2024 12:09,11.95,0
01-04-2024 12:10,2.75,0
01-04-2024 12:11,10.09,0
01-04-2024 12:12,15.68,0
01-04-2024 12:13,21.97,0
01-04-2024 12:14,0.1,0
01-04-2024 12:15,14.02,0
01-04-2024 12:16,8.91,0
01-04-2024 12:17,25.58,0
01-04-2024 12:18,21.47,0
01-04-2024 12:19,17.67,0
01-04-2024 12:20,8.32,0
01-04-2024 12:21,27.31,0
01-04-2024 12:22,1.35,0
01-04-2024 12:23,3.28,0
01-04-2024 12:24,11.75,0
01-04-2024 12:25,3.73,0
01-04-2024 12:26,28.69,0
01-04-2024 12:27,23.94,0
01-04-2024 12:28,7.77,0
01-04-2024 12:29,17.66,0
01-04-2024 12:30,29.47,0
01-04-2024 12:31,26.53,0
01-04-2024 12:32,18.02,0
01-04-2024 12:33,27.11,0
01-04-2024 12:34,29.68,0
01-04-2024 12:35,22.3,0
01-04-2024 12:36,1.95,0
01-04-2024 12:37,12.05,0
01-04-2024 12:38,25.13,0
01-04-2024 12:39,6.92,0
01-04-2024 12:40,24.92,0
01-04-2024 12:41,3.61,0
01-04-2024 12:42,1.41,0
01-04-2024 12:43,11.52,0
01-04-2024 12:44,1.1,0
01-04-2024 12:45,28.72,0
01-04-2024 12:46,24.79,0
01-04-2024 12:47,24.02,0
01-04-2024 12:48,43.58,0
01-04-2024 12:49,6.49,0
01-04-2024 12:50,15.55,0
01-04-2024 12:51,17.92,0
01-04-2024 12:52,15.75,0
01-04-2024 12:53,7.81,0
01-04-2024 12:54,15.46,0
01-04-2024 12:55,14.74,0
01-04-2024 12:56,29.89,0
01-04-2024 12:57,26.92,0
01-04-2024 12:58,13.9,0
01-04-2024 12:59,100.6,1
01-04-2024 13:00,22.44,0
01-04-2024 13:01,1.05,0
01-04-2024 13:02,26.85,0
01-04-2024 13:03,25.8,0
01-04-2024 13:04,13.72,0
01-04-2024 13:05,11.74,0
01-04-2024 13:06,8.19,0
01-04-2024 13:07,14.3,0
01-04-2024 13:08,1.33,0
01-04-2024 13:09,25.57,0
01-04-2024 13:10,1.06,0
01-04-2024 13:11,9.87,0
01-04-2024 13:12,27.95,0
01-04-2024 13:13,22.06,0
01-04-2024 13:14,8.44,0
01-04-2024 13:15,7.58,0
01-04-2024 13:16,0.15,0
01-04-2024 13:17,20.87,0
01-04-2024 13:18,27.25,0
01-04-2024 13:19,15.98,0
01-04-2024 13:20,28.86,0
01-04-2024 13:21,3.28,0
01-04-2024 13:22,26.83,0
01-04-2024 13:23,29.74,0
01-04-2024 13:24,1.85,0
01-04-2024 13:25,26.49,0
01-04-2024 13:26,15.48,0
01-04-2024 13:27,27.2,0
01-04-2024 13:28,17.14,0
01-04-2024 13:29,19.86,0
01-04-2024 13:30,16.31,0
01-04-2024 13:31,25.93,0
01-04-2024 13:32,22.02,0
01-04-2024 13:33,15.64,0
01-04-2024 13:34,26.04,0
01-04-2024 13:35,7.36,0
01-04-2024 13:36,1.97,0
01-04-2024 13:37,4.81,0
01-04-2024 13:38,10.02,0
01-04-2024 13:39,7.16,0
01-04-2024 13:40,27.9,0
01-04-2024 13:41,3.18,0
